R_fighter,B_fighter,B_current_lose_streak,B_current_win_streak,B_draw,B_total_rounds_fought,B_total_time_fought(seconds),B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_total_rounds_fought,R_total_time_fought(seconds),R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age,Winner
Eric Shelton,Jordan Espinosa,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,180.34,125,0,1,0,15,900,0,0,1,1,0,0,0,2,Orthodox,167.64,172.72,125,29,28,1
Darren Till,Jorge Masvidal,2,0,0,41,797.7333333,0,0,0,5,3,1,0,9,Orthodox,180.34,187.96,170,1,0,0,19,773.7142857,1,0,0,3,2,0,0,5,Southpaw,182.88,187.96,170,34,26,1
Leon Edwards,Gunnar Nelson,0,1,0,23,548.3636364,0,0,0,1,0,7,0,8,Switch,180.34,182.88,170,0,6,0,30,858.8,0,0,0,5,2,1,0,8,Southpaw,182.88,187.96,170,30,27,0
Volkan Oezdemir,Dominick Reyes,0,3,0,5,431.3333333,0,0,0,1,1,1,0,3,Southpaw,193.04,195.58,205,2,0,0,10,451.2,1,0,1,0,2,0,0,3,Orthodox,187.96,190.5,205,29,29,1
Nathaniel Wood,Jose Quinonez,0,4,0,13,750.8,1,0,0,3,0,1,0,4,,172.72,175.26,135,0,2,0,5,645,0,0,0,0,0,2,0,2,Orthodox,167.64,175.26,135,28,25,0
Danny Roberts,Claudio Silva,0,3,0,7,690.3333333,0,0,1,1,0,1,0,3,Southpaw,180.34,180.34,170,0,2,0,14,510.8571429,0,0,1,1,2,1,0,5,Southpaw,185.42,187.96,170,36,31,1
Jack Marshman,John Phillips,2,0,0,4,541.5,0,0,0,0,0,0,0,0,Southpaw,180.34,190.5,185,2,0,0,11,606.2,0,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,33,29,0
Arnold Allen,Jordan Rinaldi,0,1,0,8,551.75,0,0,0,1,0,1,0,2,Orthodox,177.8,182.88,145,0,4,0,12,815.5,0,0,1,1,0,2,0,4,Southpaw,172.72,177.8,145,31,25,0
Marc Diakiese,Joe Duffy,1,0,0,11,452.6666667,0,0,0,1,1,2,0,4,Orthodox,177.8,185.42,155,2,0,0,12,610.4,0,0,0,1,2,0,0,3,Orthodox,177.8,185.42,155,31,25,0
Nicolae Negumereanu,Saparbeg Safarov,2,0,0,3,354,0,0,0,0,0,0,0,0,Orthodox,185.42,198.12,205,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,198.12,205,32,24,1
Danny Henry,Dan Ige,0,2,0,7,616.6666667,0,0,0,1,1,0,0,2,Orthodox,170.18,180.34,145,0,2,0,4,469.5,0,0,0,1,0,1,0,2,Orthodox,182.88,185.42,145,27,30,1
Molly McCann,Priscila Cachoeira,1,0,0,2,565,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,125,1,0,0,2,425,0,0,0,0,0,0,0,0,Orthodox,162.56,157.48,125,30,28,0
Mike Grundy,Nad Narimani,0,2,0,6,900,0,0,0,2,0,0,0,2,Orthodox,172.72,177.8,145,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,170.18,182.88,145,31,32,0
Derrick Lewis,Junior Dos Santos,0,2,0,49,721.3888889,5,0,0,5,9,0,0,14,Orthodox,193.04,195.58,238,1,0,0,36,568.5,1,0,1,1,10,0,0,12,Orthodox,190.5,200.66,260,35,34,1
Elizeu Zaleski dos Santos,Curtis Millender,0,3,0,8,785.6666667,0,0,0,2,1,0,0,3,Orthodox,187.96,193.04,170,0,6,0,18,711.8571429,0,0,1,2,3,0,0,6,Orthodox,180.34,185.42,170,31,32,0
Tim Means,Niko Price,1,0,0,11,356.4285714,0,0,0,0,2,2,0,4,Orthodox,182.88,193.04,170,0,1,0,41,608.5555556,0,0,1,3,5,1,0,10,Orthodox,187.96,190.5,170,29,35,1
Blagoy Ivanov,Ben Rothwell,1,0,0,23,558.4,0,0,0,1,3,2,0,6,Orthodox,193.04,198.12,265,1,0,0,5,1500,0,0,0,0,0,0,0,0,Southpaw,180.34,185.42,250,37,32,0
Beneil Dariush,Drew Dober,0,3,0,23,536.0909091,0,0,0,3,2,1,0,6,Southpaw,172.72,177.8,155,0,1,0,30,566.7142857,0,0,1,4,1,3,0,9,Southpaw,177.8,182.88,155,30,29,0
Tim Boetsch,Omari Akhmedov,1,0,0,21,656.4444444,0,0,1,2,2,0,0,5,Orthodox,182.88,185.42,185,1,0,0,48,526.2608696,0,0,2,3,7,0,0,12,Orthodox,182.88,187.96,185,31,38,1
Anthony Rocco Martin,Sergio Moraes,0,2,0,28,715.5454545,1,0,2,2,1,3,0,8,Orthodox,182.88,182.88,170,0,3,0,29,713.0909091,0,0,0,3,1,3,0,7,Orthodox,182.88,185.42,170,36,29,0
Marion Reneau,Yana Kunitskaya,0,1,0,4,552.5,1,0,0,1,0,0,0,1,Orthodox,167.64,172.72,135,1,0,0,24,756.7777778,0,0,0,1,2,2,0,5,Orthodox,167.64,172.72,135,29,41,1
Grant Dawson,Julian Erosa,2,0,0,6,426.6666667,0,0,1,0,0,0,0,1,Southpaw,185.42,187.96,145,0,0,0,0,,0,0,0,0,0,0,0,0,Switch,177.8,182.88,145,29,25,0
Maurice Greene,Jeff Hughes,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,250,0,1,0,1,134,0,0,0,0,0,1,0,1,,200.66,208.28,258,30,32,0
Louis Smolka,Matt Schnell,0,2,0,8,572.75,0,0,1,1,0,0,0,2,Orthodox,172.72,177.8,135,0,1,0,28,701.6363636,0,0,0,2,2,2,0,6,Orthodox,175.26,172.72,135,29,27,1
Alex Morono,Zak Ottow,0,1,0,16,632,0,0,3,0,1,0,0,4,Orthodox,180.34,182.88,170,0,1,0,18,747.4285714,0,0,1,2,0,1,0,4,Orthodox,180.34,182.88,170,32,28,0
Alex White,Dan Moret,1,0,0,2,359,0,0,0,0,0,0,0,0,Southpaw,182.88,185.42,155,2,0,0,19,635.125,0,0,0,1,2,0,0,3,Southpaw,182.88,180.34,155,32,30,0
Jon Jones,Anthony Smith,0,3,0,22,537.5,0,0,0,1,5,1,0,7,Orthodox,193.04,193.04,205,0,1,0,58,837.6315789,12,0,0,7,5,5,0,17,Orthodox,193.04,213.36,205,30,31,0
Tyron Woodley,Kamaru Usman,0,9,0,28,894.1111111,1,0,0,7,1,1,0,9,Switch,182.88,193.04,170,0,3,0,32,723.8333333,5,1,1,1,5,1,0,9,Orthodox,175.26,187.96,170,31,36,1
Robbie Lawler,Ben Askren,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,170,1,0,0,57,801.8947368,5,0,3,4,6,0,0,13,Southpaw,180.34,187.96,170,34,36,1
Tecia Torres,Weili Zhang,0,2,0,4,560.5,0,0,0,1,0,1,0,2,Switch,162.56,,115,2,0,0,26,839.2222222,0,0,0,5,0,1,0,6,Orthodox,154.94,152.4,115,29,29,1
Cody Garbrandt,Pedro Munhoz,0,2,0,22,513.7272727,0,0,0,2,2,3,0,7,Orthodox,167.64,165.1,135,2,0,0,17,560,3,0,0,2,4,0,0,6,Orthodox,172.72,165.1,135,32,27,1
Jeremy Stephens,Zabit Magomedsharipov,0,4,0,10,714.5,0,0,0,1,0,3,0,4,Orthodox,185.42,185.42,145,1,0,0,76,724.9310345,0,0,1,6,7,0,1,15,Orthodox,172.72,180.34,145,28,32,1
Misha Cirkunov,Johnny Walker,0,2,0,2,66,0,0,0,0,2,0,0,2,Orthodox,195.58,208.28,205,0,1,0,10,283.7142857,0,0,0,0,1,4,0,5,Orthodox,190.5,195.58,205,26,32,1
Cody Stamann,Alejandro Perez,0,4,0,21,650.5555556,1,0,1,3,3,0,0,7,Orthodox,167.64,170.18,135,1,0,0,11,805.5,0,0,2,1,0,0,0,3,Orthodox,167.64,162.56,135,29,29,0
Diego Sanchez,Mickey Gall,0,1,0,8,309.6,0,0,0,0,0,4,0,4,Switch,187.96,187.96,170,0,1,0,73,738.75,2,0,3,9,5,0,0,17,Southpaw,177.8,182.88,170,27,37,0
Edmen Shahbazyan,Charles Byrd,1,0,0,3,337.5,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,185,0,1,0,3,900,0,0,1,0,0,0,0,1,Orthodox,187.96,,185,35,21,0
Gina Mazany,Macy Chiasson,0,1,0,2,431,1,0,0,0,0,1,0,1,,180.34,182.88,135,1,0,0,7,624.6666667,0,0,0,1,0,0,0,1,Southpaw,167.64,172.72,135,27,30,1
Polyana Viana,Hannah Cifers,1,0,0,2,421,0,0,0,0,0,0,0,0,Orthodox,154.94,160.02,115,1,0,0,4,565,0,0,0,0,0,1,0,1,Orthodox,165.1,170.18,115,26,26,1
Jan Blachowicz,Thiago Santos,0,3,0,29,384.2352941,0,0,0,2,10,0,0,12,Orthodox,187.96,193.04,205,0,4,0,26,736.1,0,0,0,3,1,2,0,6,Orthodox,187.96,198.12,205,35,35,1
Stefan Struve,Marcos Rogerio de Lima,0,1,0,11,263.5,0,0,0,1,3,1,0,5,Orthodox,185.42,190.5,253,3,0,0,41,472.1428571,0,1,0,1,5,5,0,12,Orthodox,210.82,213.36,265,33,31,0
Gian Villante,Michal Oleksiejczuk,1,0,0,3,900,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,205,0,1,0,37,700.6428571,0,0,3,0,4,0,0,7,Orthodox,190.5,193.04,205,24,33,1
Liz Carmouche,Lucie Pudilova,1,0,0,12,900,0,0,0,2,0,0,0,2,Orthodox,172.72,170.18,125,0,1,0,21,778.25,1,0,1,2,1,0,0,4,Orthodox,167.64,167.64,125,24,35,0
John Dodson,Petr Yan,0,3,0,6,569.3333333,0,0,0,1,2,0,0,3,Switch,170.18,170.18,135,1,0,0,40,819.9285714,3,0,1,3,4,0,1,9,Orthodox,160.02,167.64,135,26,34,1
Magomed Ankalaev,Klidson Abreu,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,235,0,1,0,4,544,0,0,0,0,1,0,0,1,Orthodox,190.5,190.5,205,26,26,0
Dwight Grant,Carlo Pedersoli,1,0,0,4,469.5,0,0,1,0,0,0,0,1,Southpaw,180.34,190.5,170,1,0,0,3,900,0,0,0,0,0,0,0,0,Switch,185.42,193.04,170,25,34,0
Daniel Teymur,Chris Fishgold,1,0,0,1,251,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,145,2,0,0,6,837.5,0,0,0,0,0,0,0,0,Orthodox,165.1,175.26,145,26,31,1
Veronica Macedo,Gillian Robertson,1,0,0,4,284,0,0,0,0,0,2,0,2,,165.1,160.02,125,2,0,0,6,833,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,125,23,23,1
Damir Hadzovic,Polo Reyes,0,1,0,9,410.6,0,0,1,0,3,0,0,4,,180.34,180.34,155,0,1,0,10,657.75,0,0,1,0,1,0,0,2,Orthodox,175.26,177.8,155,34,32,0
Michel Prazeres,Ismail Naurdiev,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,170,0,8,0,32,745.8333333,0,0,3,4,0,3,0,10,Orthodox,167.64,170.18,170,22,37,1
Rustam Khabilov,Diego Ferreira,0,3,0,13,425.2857143,0,0,0,1,3,1,0,5,Orthodox,175.26,187.96,155,0,6,0,30,769.3636364,0,0,1,6,1,0,1,9,Orthodox,172.72,185.42,155,34,32,1
Damir Ismagulov,Joel Alvarez,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,195.58,155,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,177.8,,155,24,28,0
Francis Ngannou,Cain Velasquez,0,1,0,28,474,6,0,0,2,10,0,0,12,Orthodox,185.42,195.58,240,0,1,0,17,435.8888889,1,0,0,0,5,1,1,7,Orthodox,193.04,210.82,250,36,32,0
James Vick,Paul Felder,1,0,0,27,688.8181818,0,0,1,1,4,1,0,7,Orthodox,180.34,177.8,155,1,0,0,22,518.2727273,0,0,0,4,2,3,0,9,Orthodox,190.5,193.04,155,34,31,1
Cortney Casey,Cynthia Calvillo,0,1,0,11,622.4,0,0,0,1,0,3,0,4,Orthodox,162.56,162.56,115,0,1,0,23,747.7777778,0,0,1,1,1,1,0,4,Orthodox,170.18,170.18,115,31,31,1
Alex Caceres,Kron Gracie,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,175.26,177.8,145,0,1,0,51,753,0,0,3,3,0,2,1,9,Southpaw,177.8,185.42,145,30,30,1
Vicente Luque,Bryan Barberena,0,1,0,19,655.75,0,0,0,1,3,1,0,5,Southpaw,182.88,182.88,170,0,3,0,15,404.4444444,0,0,0,0,4,3,0,7,Orthodox,180.34,190.5,170,29,27,0
Andre Fili,Myles Jury,1,0,0,22,524,0,0,1,3,3,1,0,8,Orthodox,177.8,185.42,145,1,0,0,27,672.1818182,0,0,1,3,2,0,0,6,Orthodox,180.34,187.96,145,30,28,0
Jimmie Rivera,Aljamain Sterling,0,2,0,29,737.0909091,0,0,0,4,1,3,0,8,Orthodox,170.18,180.34,135,0,1,0,17,660.2857143,0,0,1,4,1,0,0,6,Orthodox,162.56,172.72,135,29,29,1
Benito Lopez,Manny Bermudez,0,2,0,3,256,0,0,0,0,0,2,0,2,Orthodox,177.8,180.34,135,0,1,0,3,900,0,0,0,1,0,0,0,1,Switch,177.8,185.42,135,24,24,1
Ashlee Evans-Smith,Andrea Lee,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,0,1,0,14,656,0,0,1,1,1,0,0,3,Orthodox,172.72,170.18,125,30,31,1
Scott Holtzman,Nik Lentz,0,1,0,56,748,0,0,2,6,3,2,0,13,Orthodox,172.72,172.72,155,0,3,0,21,868.8571429,0,0,0,3,1,1,0,5,Orthodox,175.26,175.26,155,34,35,1
Renan Barao,Luke Sanders,1,0,0,9,413.6,0,0,0,1,0,1,0,2,Southpaw,167.64,170.18,135,3,0,0,46,857.1333333,6,0,0,4,2,3,0,9,Orthodox,167.64,177.8,135,33,32,1
Alexandra Albu,Emily Whitmire,0,1,0,4,516,0,0,0,1,0,0,0,1,,165.1,160.02,115,0,2,0,5,707,0,0,0,1,0,1,0,2,Orthodox,157.48,160.02,115,27,28,1
Israel Adesanya,Anderson Silva,0,1,0,55,639.9545455,13,0,0,3,11,3,0,17,Southpaw,187.96,195.58,185,0,4,0,11,802,0,0,1,1,2,0,0,4,Switch,193.04,203.2,185,43,29,0
Lando Vannata,Marcos Mariano,0,0,0,0,,0,0,0,0,0,0,0,0,Switch,185.42,,155,4,0,0,15,690.3333333,0,0,0,0,1,0,0,1,Orthodox,175.26,180.34,155,32,26,0
Rani Yahya,Ricky Simon,0,2,0,6,900,0,0,0,1,1,0,0,2,Orthodox,167.64,175.26,135,0,3,0,36,645.4,0,0,1,4,0,6,0,11,Orthodox,167.64,170.18,135,26,34,1
Montana De La Rosa,Nadia Kassem,0,1,0,3,900,0,0,0,1,0,0,0,1,Southpaw,165.1,167.64,125,0,2,0,4,490.5,0,0,0,0,0,2,0,2,,170.18,172.72,125,23,23,0
Jimmy Crute,Sam Alvey,1,0,0,34,570,0,0,2,2,5,1,0,10,Southpaw,187.96,190.5,205,0,1,0,3,891,0,0,0,0,0,1,0,1,Orthodox,187.96,187.96,205,32,22,0
Devonte Smith,Dong Hyun Ma,0,3,0,13,645.8,0,0,1,1,1,0,0,3,Orthodox,180.34,177.8,155,0,1,0,1,46,0,0,0,0,1,0,0,1,Orthodox,175.26,193.04,155,30,25,0
Shane Young,Austin Arnett,0,1,0,8,776,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,145,0,1,0,5,740,0,0,0,0,1,0,0,1,Orthodox,172.72,182.88,145,27,25,0
Kai Kara-France,Raulian Paiva,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,125,0,1,0,3,900,0,0,0,1,0,0,0,1,Orthodox,165.1,175.26,125,23,25,0
Teruto Ishihara,Kyung Ho Kang,1,0,0,16,787.6666667,0,0,1,0,0,2,0,3,Orthodox,175.26,185.42,135,2,0,0,19,649.25,0,0,0,1,2,0,0,3,Southpaw,170.18,175.26,135,31,27,1
Callan Potter,Jalin Turner,1,0,0,1,232,0,0,0,0,0,0,0,0,Southpaw,190.5,195.58,155,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,155,23,34,1
Wuliji Buren,Jonathan Martinez,1,0,0,3,900,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,135,2,0,0,5,746.5,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135,32,29,1
Raphael Assuncao,Marlon Moraes,0,3,0,8,475,0,0,1,0,2,0,0,3,Orthodox,167.64,170.18,135,0,4,0,35,746,0,0,3,5,2,1,0,11,Orthodox,165.1,167.64,135,30,36,1
Jose Aldo,Renato Moicano,0,2,0,15,707.3333333,0,0,2,1,0,2,0,5,Orthodox,180.34,182.88,145,0,1,0,43,1027.916667,11,0,0,6,3,0,0,9,Orthodox,170.18,177.8,145,29,32,0
Demian Maia,Lyman Good,0,1,0,6,503,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,170,3,0,0,78,772.6428571,2,0,1,8,1,9,0,19,Southpaw,185.42,182.88,170,33,41,0
Charles Oliveira,David Teymur,0,5,0,13,694.2,0,0,0,3,2,0,0,5,Southpaw,175.26,185.42,155,0,3,0,40,402.6363636,0,0,0,1,0,12,0,13,Orthodox,177.8,187.96,155,29,29,0
Johnny Walker,Justin Ledet,1,0,0,10,709,0,0,1,1,0,1,0,3,Orthodox,193.04,203.2,205,0,1,0,1,117,0,0,0,0,1,0,0,1,Orthodox,195.58,208.28,205,30,26,0
Livinha Souza,Sarah Frota,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,167.64,175.26,115,0,1,0,1,81,0,0,0,0,0,1,0,1,Orthodox,165.1,160.02,115,31,27,0
Markus Perez,Anthony Hernandez,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,185,1,0,0,7,689.3333333,0,0,0,0,0,1,0,1,Orthodox,185.42,185.42,185,25,30,0
Mara Romero Borella,Taila Santos,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,165.1,172.72,125,1,0,0,4,537,0,0,0,0,0,1,0,1,Orthodox,167.64,175.26,125,25,32,0
Thiago Alves,Max Griffin,1,0,0,13,698.4,0,0,0,1,1,0,0,2,Orthodox,180.34,193.04,170,2,0,0,58,659.9583333,1,0,0,5,7,1,1,14,Orthodox,175.26,177.8,170,33,35,0
Junior Albini,Jairzinho Rozenstruik,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,193.04,198.12,242,2,0,0,5,392,0,0,0,0,1,0,0,1,Orthodox,190.5,187.96,264,30,27,1
Geraldo de Freitas,Felipe Colares,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,135,24,27,0
Ricardo Ramos,Said Nurmagomedov,0,1,0,3,900,0,0,1,0,0,0,0,1,Orthodox,172.72,177.8,135,0,3,0,9,839.3333333,0,0,1,1,1,0,0,3,Orthodox,175.26,182.88,135,26,23,1
Magomed Bibulatov,Rogerio Bontorin,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,167.64,170.18,125,1,0,0,4,499,0,0,0,1,0,0,0,1,Orthodox,165.1,165.1,125,26,30,1
Henry Cejudo,TJ Dillashaw,0,4,0,42,745.8,7,0,0,4,7,1,0,12,Orthodox,167.64,170.18,125,0,3,0,26,821.5555556,2,0,2,4,1,0,0,7,Orthodox,162.56,162.56,135,32,31,0
Greg Hardy,Allen Crowder,1,0,0,1,153,0,0,0,0,0,0,0,0,Orthodox,190.5,193.04,245,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,195.58,203.2,265,29,30,1
Gregor Gillespie,Yancy Medeiros,1,0,0,21,413,0,0,1,0,2,3,0,6,Orthodox,177.8,190.5,155,0,5,0,9,436.8,0,0,0,1,2,2,0,5,Orthodox,170.18,180.34,155,31,32,0
Joseph Benavidez,Dustin Ortiz,0,3,0,34,735.9230769,0,0,3,1,4,0,0,8,Orthodox,165.1,165.1,125,0,1,0,40,707.6875,2,0,1,7,4,1,0,13,Southpaw,162.56,165.1,125,30,34,0
Paige VanZant,Rachael Ostovich,1,0,0,4,480.5,0,0,0,0,0,1,0,1,Orthodox,160.02,157.48,125,2,0,0,20,728.2857143,0,0,0,1,2,1,0,4,Orthodox,162.56,165.1,115,27,24,0
Glover Teixeira,Karl Roberson,0,1,0,5,468.6666667,0,0,0,1,0,1,0,2,Southpaw,185.42,187.96,205,1,0,0,35,590.7333333,1,0,0,2,4,3,1,10,Orthodox,187.96,193.04,205,28,39,0
Alexander Hernandez,Donald Cerrone,0,1,0,61,552.2413793,1,0,0,6,9,6,0,21,Orthodox,185.42,185.42,155,0,2,0,4,471,0,0,0,1,1,0,0,2,Orthodox,175.26,182.88,155,35,26,1
Joanne Calderwood,Ariane Lipski,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,160.02,170.18,125,0,1,0,15,589.8571429,0,0,0,2,1,1,0,4,Orthodox,167.64,165.1,125,24,33,0
Alonzo Menifield,Vinicius Moreira,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,193.04,,185,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,182.88,193.04,205,29,31,0
Cory Sandhagen,Mario Bautista,0,0,0,0,,0,0,0,0,0,0,0,0,Switch,175.26,182.88,135,0,2,0,4,444.5,0,0,0,0,2,0,0,2,Switch,180.34,177.8,135,25,26,0
Dennis Bermudez,Te Edwards,1,0,0,2,314,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,155,4,0,0,39,681.6875,1,0,2,4,1,2,0,9,Orthodox,167.64,167.64,155,28,32,0
Belal Muhammad,Geoff Neal,0,2,0,3,275.5,0,0,0,0,1,1,0,2,Southpaw,180.34,190.5,170,0,4,0,19,776.8571429,0,0,1,3,1,0,0,5,Orthodox,180.34,182.88,170,28,30,1
Kyle Stewart,Chance Rencountre,1,0,0,3,900,0,0,0,0,0,0,0,0,Southpaw,187.96,190.5,170,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,187.96,193.04,170,32,29,1
Jon Jones,Alexander Gustafsson,0,2,0,35,656.5,2,0,0,3,5,2,0,10,Orthodox,195.58,200.66,205,1,0,0,55,844.0555556,11,0,0,7,4,5,0,16,Orthodox,193.04,213.36,205,31,31,0
Cris Cyborg,Amanda Nunes,0,7,0,22,533.4,4,0,1,1,5,2,0,9,Orthodox,172.72,175.26,145,0,5,0,12,590.2,3,0,0,1,4,0,0,5,Orthodox,172.72,172.72,145,30,33,1
Carlos Condit,Michael Chiesa,2,0,0,22,485.0909091,1,0,0,2,0,5,0,7,Southpaw,185.42,190.5,170,4,0,0,43,801.4,3,0,1,1,4,0,1,7,Orthodox,187.96,190.5,170,31,34,1
Ilir Latifi,Corey Anderson,0,2,0,31,712.0833333,1,0,0,6,2,0,0,8,Orthodox,190.5,200.66,205,0,2,0,17,386.7,0,0,0,2,3,2,0,7,Orthodox,177.8,185.42,205,29,35,1
Chad Mendes,Alexander Volkanovski,0,5,0,13,744.6,0,0,0,3,2,0,0,5,Orthodox,167.64,180.34,145,0,1,0,26,494.2307692,3,0,0,3,6,0,0,9,Orthodox,167.64,167.64,145,30,33,1
Cat Zingano,Megan Anderson,1,0,0,3,900,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,0,1,0,16,695,1,0,0,1,2,0,0,3,Southpaw,167.64,172.72,145,28,36,1
Douglas Silva de Andrade,Petr Yan,0,2,0,4,554,0,0,0,1,1,0,0,2,Switch,170.18,170.18,135,0,1,0,14,805.8,0,0,0,2,1,0,0,3,Orthodox,170.18,172.72,135,25,33,1
BJ Penn,Ryan Hall,0,2,0,6,900,1,0,0,2,0,0,0,2,,177.8,180.34,155,6,0,0,73,812.44,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,155,33,40,1
Nathaniel Wood,Andre Ewell,0,1,0,3,900,0,0,1,0,0,0,0,1,Southpaw,172.72,190.5,135,0,1,0,2,438,0,0,0,0,0,1,0,1,Orthodox,167.64,175.26,135,30,25,0
Uriah Hall,Bevon Lewis,0,0,0,0,,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,185,1,0,0,26,521.1538462,1,0,0,1,3,0,2,6,Orthodox,182.88,200.66,185,27,34,0
Curtis Millender,Siyar Bahadurzada,0,3,0,14,607.1666667,0,0,0,0,3,1,0,4,Orthodox,180.34,185.42,170,0,2,0,5,728.5,0,0,0,1,1,0,0,2,Orthodox,187.96,193.04,170,34,31,0
Brian Kelleher,Montel Jackson,1,0,0,3,900,0,0,0,0,0,0,0,0,Southpaw,177.8,190.5,135,1,0,0,11,557.6,0,0,0,1,1,1,0,3,Switch,167.64,167.64,135,26,32,1
Kevin Lee,Al Iaquinta,1,0,0,28,671,2,0,1,3,4,0,0,8,Orthodox,177.8,177.8,155,0,1,0,31,665.2307692,1,0,1,3,1,4,1,10,Orthodox,175.26,195.58,170,31,26,1
Edson Barboza,Dan Hooker,0,4,0,20,500.3,0,0,0,0,5,2,0,7,Switch,182.88,190.5,155,2,0,0,48,680.0526316,0,1,1,5,6,0,0,13,Orthodox,180.34,190.5,155,28,32,0
Rob Font,Sergio Pettis,1,0,0,37,906.0833333,0,0,1,7,0,0,0,8,Orthodox,167.64,175.26,135,1,0,0,15,497.75,0,0,0,0,4,1,0,5,Orthodox,172.72,180.34,135,25,31,0
Jim Miller,Charles Oliveira,0,2,0,39,418.2380952,0,0,0,1,0,11,0,12,Orthodox,177.8,187.96,155,0,1,0,70,634.7333333,0,0,2,6,3,7,0,18,Southpaw,172.72,180.34,155,29,35,1
Zak Ottow,Dwight Grant,0,0,0,0,,0,0,0,0,0,0,0,0,Switch,185.42,193.04,170,1,0,0,13,587.3333333,0,0,2,0,1,0,0,3,Orthodox,180.34,182.88,170,34,31,0
Bobby Green,Drakkar Klose,0,1,0,9,900,0,0,0,2,0,0,0,2,Orthodox,175.26,177.8,155,0,1,0,23,740.8888889,0,0,1,2,1,1,0,5,Orthodox,177.8,180.34,155,30,32,1
Ja0 Gordon,Joaquim Silva,1,0,0,10,683.5,0,0,2,0,1,0,0,3,,172.72,175.26,155,1,0,0,6,527.3333333,0,0,0,1,1,0,0,2,Orthodox,175.26,172.72,155,29,30,1
Gerald Meerschaert,Jack Hermansson,0,1,0,11,451.6666667,0,0,0,1,3,0,0,4,Orthodox,185.42,195.58,185,0,2,0,8,360.6,0,0,0,0,1,3,0,4,Southpaw,185.42,195.58,185,30,30,1
Trevor Smith,Zak Cummings,1,0,0,19,588.1111111,0,0,0,2,1,3,0,6,Southpaw,182.88,190.5,185,1,0,0,26,727.6,0,0,1,4,0,0,0,5,Orthodox,190.5,190.5,185,34,37,1
Dan Ige,Jordan Griffin,0,0,0,0,,0,0,0,0,0,0,0,0,Southpaw,177.8,182.88,145,0,1,0,4,475,0,0,0,0,1,0,0,1,Orthodox,170.18,180.34,145,28,27,0
Adam Milstead,Mike Rodriguez,1,0,0,3,900,0,0,0,0,0,0,0,0,Southpaw,193.04,208.28,205,2,0,0,7,600,0,0,0,0,1,0,0,1,Orthodox,190.5,193.04,205,30,31,1
